timestamp,nSerie,CPU,RAM,Disco,Processos,Bateria
2025-10-11 15:34:35,SN123456789,4.4,55.8,423,277,15
2025-10-11 15:34:41,SN123456789,1.1,55.7,423,277,15
2025-10-11 15:34:48,SN123456789,0.6,55.6,423,277,15
2025-10-11 15:34:54,SN123456789,2.9,55.7,423,277,15
